,0
718,"영천! 지켜야만 한다라는 제목의 고지전 영상 체험을 군용차량에 올라타서 관람할 수 있습니다.
통신병 체험과 소총장전체험을 해볼 수 있습니다.
주변을 6.25전쟁 당시 영천 시가의 모습을 재현해 놓아서 더욱 실감이 납니다."
719,"통신병 체험과 소총장전체험을 해볼 수 있습니다.
주변을 6.25전쟁 당시 영천 시가의 모습을 재현해 놓아서 더욱 실감이 납니다."
720,"발사! 적을 조준하라 라고 하는 시가전 영상 체험입니다.
아이들은 게임으로 즐겨 볼 수 있는데요
군대에 다녀온 아빠가 확실히 더 잘 맞추더라고요"
721,"탱크도 타서 포를 쏘아 볼 수 있어요 포토존으로도 훌륭합니다.
너무 재미로 느끼기보다는 격렬했던 전투의 현장을 조금이나마 느껴 나라를 지킨 분들에게 감사하는 마음을 가졌으면 좋겠다 싶었습니다. 아이들과 그런 이야기를 나누어 보는 것도 좋겠지요?"
722,"군장체험도 있어서 무거운 군장 매어보며 얼마나 힘들었을지 가늠해 보기도 합니다.
물론 진짜 군장보다 훨씬 가볍겠지만요."
723,"승리의 순간이라는 포토존입니다.
미소를 짓는 군인들의 모습에 참 감사함을 느끼면서도 다시는 이런 일이 일어나서는 안될 슬픔의 현장이라는 생각이 들었습니다."
724,"영천 대혈투 속으로 전시관을 동영상으로 쭉 찍어 놓았습니다.
어떤 분위기인지 살펴보세요"
725,"바깥에는 시가전체험장, 고지전체험장, 국군 훈련장이 있는데요
사진은 고지전체험장입니다. 미리 홈페이지 사전 예약하셔야 하고 최소 10명 이상 체험을 신청하여야 체험을 할 수 있습니다."
726,"6.25를 맞이하여 역전에 신호탄이 된 영천전투를 기념하고 나라사랑의 소중함을 느낄 수 있는 좋은 여행 되시기 바랍니다.
영천전투메모리얼파크"
727,"주소:경북 영천 호국영웅 길 15
전화:053-339-8625"
728,
729,
730,"잇님들 주말 잘 보내고 계신가요?
4개월째 출근도 못하고 집콕하고 있는 몽뽀맘은 그날이 그날같은 일상이지만
7월에 조카들 데리고 경북 영양으로 여행 떠날 생각에 벌써부터 설렘이 시작되네요
이번 경북 여행은 단순이 둘러보기보다 영양 반딧불이 또한  제대로 즐겨볼 생각이랍니다
영양하면 고추, 일월산, 반딧불이 고장이란 수식어가 붙을 만큼 바딧불이가 서식하는 청정지역으로
하늘, 바람, 숲이 좋은곳으로 알려져 있고요
국제밤하늘보호공원, 반딧불이생태공원, 반딧불이천문관도 둘러볼 수 있어
1박 하면세 풀벌레소리 들으며 힐링하면 좋을것 같아요"
731,"밤하늘 보호공원은 영양군 수비면에 있는 밤하늘공원으로
산으로 둘러싸여있고 앞에는 맑은 물이 흐르는 계속이 있다보니
별빛 상태관광을 즐기기에도 최적의 장소라고해요
이미 다시오신 분들 글을 보니
도시에서는 볼 수 없는 야생화와 아름드리 소나무, 탁 트인 초화류 군락지에
가볍고 상쾌하게 산책할 수 있는 탐방로까지.. 아이들과 둘러보기에도 좋을듯해요
5월에 다녀오신 분들은 유채꽃이 끝없이 펼치진 군락지에서 인증샷도 많이 찍으셨던데
다음달에 가면 혹시 수국을 만나지 않을까 상상해보게 되네요 ㅎㅎ"
732,"보기만해도 신비로운 광경..
칠흑 같은 밤에 반짝이는 별과 사랑스러운 반딧불이를 만날 수 있는 최적의 장소로
별과 보석처럼 반짝이는 반딧불이의 군무를 만날 수 있고요
반딧불이 생태숲은 아침 산책도 별밤만큼이나 감동적이라해요
특히 깊은 숙 속에 울려 퍼지는 풀벌레 소리와 싱스러운 풀 냄새에 몸도 마음도 충전만땅!
홈페이지 들어가보니 펜션, 캠핑장도 예약이 가능하기에 펜션에서 1박을 계획중이랍니다"
733,"몽뽀맘이  경북 영양을 아이들과 가볼만한 여행지로 추천하는 이유는
영양은 전국에서 가장 어두운 밤하늘을 만날 수 있는 곳으로 반디불이생태공원 일대 390만 ㎡를
아시아에서 처음 국제밤하늘공원으로 되어 
반딧불이천문대, 반딧불이생태학교, 청소년수련원, 펜션등이 운영중이라
아이들과 체험학습도 가능할것 같더라구요"
734,"영양반딧불이천문대는 국제밤하늘보호공원 내에 위치해 있기에
여름철 밤하늘의 별과 반딧불이를 동시에 관찰할 수 있고
전문 해설사가 밤하늘에 대해 별자리가 어떻게 변하시는지도 흥미진진하게 이야기 해준다니
요런게 바로 제대로 된 체험학습이 아닐까 싶네요"
735,"아무래도 밤하늘공원이라 밤에만 즐길 수 있고 낮에는 볼게 1도 없다고 하는 분들도 있던데
야간이 아닌 주간에도  반딧불이 천문대 안에 있는 플라네타리움에 가면
태양망원경을 이용해 흑점과 홍염을 야간에는 상단, 성운, 달 등을 관찰 할 수 있어
편안하게 쾌적한 실내에서 별자리 관측 또한 온 가족이 흥미롭게 즐길 수 있는 체험템으로
직접 가보면 아이들보다 어른들이 더 좋아한다고해요 ㅎㅎ"
736,"초롱초롱한 별을 보는게 목적이라면
경북 여행지 떠나전 천문대 홈페이지에서 별빛 예보 확인과 천문대 예약하시면
편한하게 감상을 할 수 있답니다
반딧불이천문대 야간 관측은 오후 7시30분부터 10시까지고요
월요일과 공휴일 다음날은 휴관이에요"
737,"천문대 운영시간은 주간 13:00 ~ 18:00, 야간 19:30~22:00
입장 마감은 운영종교시간 1시간 전이고요 
주간 기본 프로그램으론 전시장관람(천문대 및 별생태체험관)+천체투영실 관람
야간 기본 프로그램으론 전시장관람+천제투영실 관람+밤하늘이야기+천체관측
물론 기상조건에 따라 취소될 수 있으니 미리 전화해서 가시면 되고요
사전 예약없이도 운영시간내 관람은 가능하다고해요
반려동물 입장금지"
738,"깊은 산속에 들어앉은 반딧불이천문대는
여름 은하수와 별관측 외에도 반딧불이 탐사를 할 수 있어 아이들과 가볼만한 여행지로 안성맞춤이고요
영양반딧불이생태체험마을특구 일대와 왕피천생태경관보전지구 일부 지역은
맑고 청정한 밤하늘을 마음껏 누릴 수 있다고해요
해가 저물기 시작하면 수하계곡의 바위에 반딧불이 애벌레의 먹이인 다슬기가 빼곡이 올라오면서
반딧불이를 비롯해 사슴벌레, 하늘소 등 수백종의 곤충까지..
아이들에게 자연 박물관으로 사랑을 받는대요
6월 말부터 7월초까진 하천변에 주로 보이고
8월말부터 9월초까진 생태공원 전역에서 늦반딧불이를 볼 수 있다고해요
다음달이면 경북 여행지 추천 아이과 가볼만한 곳이 아닐까 싶네요 "
739,"매년 더워지는 요즘 청정 수하계곡, 수많은 별과 은하수에 반딧불이까지..
평소 잊고 살던 아름다운것들을 영양국제밤하늘보호공원에서 만나본다면
이번 여름 아이들과 함께 가족여행을 계획한다면 최고의 선물이될것 같아요"
740,"영양 생태공원안에 있는 산림청이 추천하는 올해의 명품숲에 소개된  죽파리 자작나무 숲이에요
나무가 탈때 소리가 자작자작 난다고해서 자작나무라는 이름이 붙어졌따고 하네요
지금쯤 가면 앙상했던 가지에 초록색과 하얀속의 대비가 매력을 발산하고 있을텐데
자작나무 숲을 보기 위해 이젠 멀리 강원도까지 갈 필요 없이
청정도시 영양 죽파리 자작나무숲도 둘러봐도 좋을듯하네요
어때요? 이 정도면 1박2일 경북 여행지 추천해도 되겠조
다음달에 여행다녀오면 다시금 소식전해볼께요^^"
741, 
742,"안녕하세요, 썬루피입니다~ 
얼마전에 다녀온 뜻밖의 청도나들이!̆̈ !̄̈
날이 너무 좋아서 갑작스럽게 다녀온 여행아닌 나들이!̆̈ 
대구근교라서 한시간정도 걸려 도착했어요."
743,
744,"코로나여파가 커서인지 텅텅빈 인생사진각인 터널입구, 저도 몇장 찍었지만 전부 이상해..ㅠ̑̈ "
745,"안에 들어가면 방명록은 꼭꼭 적어야해요. 
손소독도 필수~"
746,역사?적인 내용들이였던것같아요.
747,"지금은 무료개방을 해놓은것 같더라구요, 매표소에 사람도 없구.. 텅텅 비어있어서 그냥 들어와서 둘러보았네요, 나중에 확인하니 표지판에 입장료는 받지 않는다고 써잇더라구요. 저희 나올쯔음에 사람들이 갑자기 많아져서 놀랐.."
748,"입구부터 벌써 웅장해지는 느낌, 확실히 와인터널이라 불리는 ㅇㅣ유가 있네요~ 온통 와인천국!̆̈ !̄̈!̆̈ !̄̈ "
749,"이렇게 터널안쪽으로 안쪽으로~ 끝없이 걸어가게 되어있는데요, 각터널마다 테마가 있어서 둘러보는 재미가 쏠쏠하더라구요."
750,"여기는 와인을 시식하고 간단하게 스낵을 즐길수 있는 곳인것같은데, 텅 비어있는게 괜히 맴찢이더라구요.. 원래라면 그득그득했을텐데.. 저희도 와인한모금 못먹고 나왔네요. "
751,확실히 터널이라그런지 습하고 곰팡이냄새가 스멀스멀 나더라구요. 위로는 물이 뚝뚝 떨어지고 뭔가 공포스러운 느낌?!̆̈ !̄̈ ㅎㅎㅎㅎ
752,
753,"Wow~ 
와인을 와인잔에 따르는 모양의 구조물인데 엄청 이쁘더라구요. 인테리어 갑!̆̈ !̄̈’ "
754,"여기서 사진 많이 찍으시길래 저도 합류,
아주머니같은 포즈와 내일모레면 아줌마가 되는 저는 그저 또르르 헤헤.."
755,"여기가 제일 분위기 있는곳이 아닐까 싶네요!̆̈ !̄̈
네일아트한 저의 손톱이 블링블링해보이고 흰티입으신 분들도 블링블링 ㅋㅋ!̆̈ !̄̈ "
756,"양옆으로는 와인이 종류별로 300병씩 있더라구요, 만지지말라고 써있는데 괜히 더 건들여보고싶응 심리.. "
757,"마지막테마는 방문객들의 쪽지로 가득했던 터널,
지금은 쪽지를 남길수 없지만 정말 수많은 방문객들의 쪽지가 남겨져 였더라구요. 저도 한장 쓰고싶어서 혼났네요~, "
758,마지막은 이렇게 끝!̆̈ !̄̈ 
759,흔들흔들 찍힌 사진ㅋㅋㅌ 표정이랑 몸짓이 어색해
760,"또 셀카도 열심히 찍었다죠, 
남는건 사진뿐이니 서로 사진찍어주기 바빳네요~ 
한번쯤 방문해볼만한 청도와인터널!̆̈ !̄̈ "
761,"#청도가볼만한곳
#청도와인터널
#와인터널
#청도여행 #대구근교가볼만한곳 #대구근교여행 #청도프로방스 #국내여행 #여행리뷰 #여행지추천 #경북여행 #서이추 #서이추환영 "
762,"주말여행 1박2일 어디를 갈까 하다~
떠나보았던 경북여행지 포항과 경주
두곳은 근거리에 있어서 2일간 모두 둘러볼수 있더라구요
그래서 여기저기 막 돌아댕겼어요 
왠만하면 실외여행으로 해서 둘러보았고
탁트인곳에서 여행했고 갈때마다 손세정제 쓰고했던.
그래도 여행지 사람들은 그렇게 많지 않았어요
오히려 그래서 여행하기 갠찮았어요
사람많은곳을 피해서 다녀도 될듯해요
경북도 아직까지는 확진자 없는 상태이기도 하구요.
너무 심하게 걱정할 필요는 없지 싶어요."
763,
764,
765,
766,"제일 아쉬웠던 것이 야시장 이에요
포항야시장은 1월부터 2월까지 운영을 하지않고
3월 초순부터 오픈예정이라고 하네요
몰랐...다...... 구룡포에서 20분인가 달려갔는데
ㅋㅋㅋㅋ 죈장했다.
""문무대왕릉""
우리집에서 올라가는 길목에 있어서
가보았어요 .여기는 경주시에 들어가는 지역.
경주 여행때 같이 둘러보심 되는데 
포항 구룡포랑 50분 정도 거리였어요
문무대왕릉에서 구룡포어시장 까지
해안도로 타고 가니까 너무 좋더라는요
강추 합니다. 해안도로"
767,"문무대왕릉 네비 찍고 가니 주차장에
도착했는데요, 무료 주차장으로 운영중이라
편하게 주차했고 주차공간도 겁나 넓었습니다.
해안가 따라 이렇게 작은 가게들이 있는데
미역, 오징어,쥐포등을 판매하는데
즉석구이로도 판매하더라구요.
그리고 옆에는 새우깡이 한가득.
저게 여기 왜 있나 했는데 해변을 걸으니
새우깡이 한가득 쌓여있는걸 알겠더라구요
해변에는 갈매기가 엄청나게 많습니다.
새우깡 하나 구입해 가보세요
먹으면서 새한테도 주면 재밌습니다."
768,
769,"저멀리 보이는 문무대왕릉 입니다.
바다가 무덤인 수중릉으로 
삼국통일은 이룬 문무왕은
통일 후 불안정한 국가의 안위를
 위해서 죽어서도 국가를 지키기위해
유언으로 자신의 시신을 불식에 따라 고문밖에 화장하여
유골을 동해에 묻어 국가 평안을 지키도록하겠다 였데요
그래서인지 어떤지 몰라도 이 문무대왕릉은
기가 세다고 합니다. 굿당이 여럿 있다고 해요
이날도 어디선가 굿을 하는지 소리가 났어요"
770,
771,"찰랑거리는 파도 뒷편으로 멋지게
자리하고 있는 대왕릉을 바라보고 왔어요
이곳에서 기도도 한번 드림^^
아이들은 새우깡 들고 갈매기들과 놀아요.
""구룡포어시장""
울진대게가 유명하잖아요
근데 구룡포도 대게가 아주 유명한듯 합니다.
가는곳마다 대게어판장이 마련되어 있어요
가격비교해서 구입해서 가시는분들
포장해가시는 분들 엄청많았고
드시는 분들도 꽤많았어요
저도 먹고팠는데 신랑이 울진가서 먹자며..
복지카드 안들고..왓..쳇
일부러 그런거 아니냐고 ㅋㅋ 윽박지름"
772,"구룡포어시장 입니다. 생각보다 
사람들 많았어요. 대게 구입하러 오신분들
진짜 많아보였습니다. 밖에도 어판장이 많아서
사람냄새 제대로나던곳이였어요"
773,"나도 대게 먹고파~ ㅜㅜ
신랑이 안사줬어요 ㅋㅋ
우리는 그대신 어시장에 있는
어느식당으로 이동해서 점심먹기
생선구이 판매하길래 들어갔어요
1인 1만원인데, 
오 매운탕 겁나맛나고
생선구이도 너무 도톰하니
큰녀석들이 나와서 잘먹었던."
774,"여기 직원분들이 솔직히... 좀 
말투가 툭툭 거리셔서 좀 그랬지만
맛은 참 괜찮았어요 
저흰 먹다가 우리동네 온줄 알았던
투박함이 ㅋㅋ 상당했음.
""구룡포근대문화역사거리""
동백꽃필무렾
여기는요~ ㅋㅋ드라마때문에
너무가고싶었던곳이라 ㅋㅋ
꼭 가고자해서 왔어요
이전에 왔던적있는데 그때는
입구에만 보고 그냥 돌아섰거든요
너무 잘봤던 동백꽃 드라마가
여기서 촬영되었다니 깜놀.
꺄 하고 가보았음"
